content_id,Title,topic_ids,topic_keywords,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
C0010,Barriers and Facilitators to Artificial Intelligence Implementation in Diabetes Management from Healthcare Workers' Perspective: A Scoping Review.,1,0.0,0.00029617333,0.63312024,0.000299923,0.00037533292,0.0004002738,0.36376914,0.0004371482,0.00044635017,0.0003472471,0.00050821993
C0011,Gender Differences in Type 1 Diabetes Management and Mental Health Burden: Findings from a National Survey in Saudi Arabia.,6,0.0,0.00033055918,0.07939486,0.00033474423,0.00041890927,0.00044674575,0.11961878,0.7980024,0.0004981716,0.00038756267,0.000567224
C0012,Eggplant (Solanum spp.) Fruits Dietary Polyphenols Upregulate the Expression of Glucose Transporter Protein in Palmitate-Induced Diabetic Cell Line C2C12.,7,0.0,0.00030999025,0.0004524856,0.00031391488,0.00039284278,0.3398165,0.11972652,0.00045754173,0.5376348,0.0003634467,0.00053192885
C0013,Psychometric Properties of the Diabetes Eating Problem Survey-Revised in Arab Adolescents with Type 1 Diabetes: A Cross-Cultural Validation Study.,6,0.0,0.0016924508,0.0024704318,0.0017138781,0.0021448,0.11212583,0.0028776831,0.73587316,0.00255062,0.0019843066,0.13656685
C0014,Immunohistochemical Evaluation of Acetylcholinesterase-Positive Neurons in the Brain Cortex of Rats After Administration of Rebaudioside A.,7,0.0,0.0027397615,0.003999167,0.0027744481,0.0034720302,0.46526265,0.004658432,0.004043854,0.50513613,0.0032122214,0.004701303
C0015,"Advancing Type 1 Diabetes Management: Integrating Novel Therapies, Technologies, and Adjunctive Approaches.",2,0.0,0.00033055994,0.00048251072,0.9283182,0.00041891023,0.00044674677,0.06806218,0.00048790238,0.0004981729,0.00038756354,0.0005672252
C0016,Diabetes trends and determinants among Thai adults from 2004 to 2020.,5,0.0,0.00040851967,0.0005963068,0.0004136917,0.114429794,0.00055210816,0.3561786,0.25170714,0.0006156626,0.0004789671,0.27461922
C0017,The Role of Community Health Workers in Improving Diabetes Device Use Among Youth With Type 1 Diabetes: A Web-Based Qualitative Study Using Human-Centered Design With Clinicians.,3,0.0,0.0017674402,0.0025798925,0.0017898169,0.5115766,0.0023886687,0.46952012,0.0026087193,0.002663633,0.0020722277,0.0030328399
C0018,Clinical Study of Gastrointestinal Symptoms in Patients with Diabetes Mellitus.,4,0.0,0.0015598936,0.002276941,0.0015796425,0.0019768137,0.618565,0.0026522952,0.0023023838,0.36458144,0.0018288904,0.0026767098
C0019,Exploring the impact of artificial sweeteners on diabetes management and glycemic control.,5,0.0,0.00030999206,0.00045248828,0.00031391668,0.00039284505,0.15787095,0.73961824,0.00045754432,0.00046717582,0.0003634488,0.099753425
C0020,Adherence to gout treatment guidelines in patients with diabetes: A Danish prospective cohort study with 4 years of follow-up.,5,0.0,0.0024085054,0.0035156403,0.0024389983,0.20487952,0.0032550585,0.76936084,0.0035549242,0.0036297566,0.0028238418,0.0041328827
C0021,"Sennoside A from Cassia angustifolia as a mixed-type inhibitor of DPP-IV: Integrative in vitro, in silico, and kinetic characterization.",7,0.0,0.000541822,0.0007908851,0.19568399,0.00068663724,0.00073226425,0.000921263,0.0007997225,0.7982784,0.0006352568,0.0009297404
C0022,Behavioural Change Interventions for Preventing Periodontal Disease in Older Adults: A Literature Review.,5,0.0,0.00032253857,0.00047080222,0.00032662207,0.00040874496,0.00043590603,0.829701,0.00047608305,0.0004860843,0.00037815896,0.16699402
C0023,Assessing the Clinical Feasibility of the DiaFocus System for Integrated Personalized Management of Type 2 Diabetes: 6-Month Pilot Cohort Study.,1,0.0,0.0010903769,0.558401,0.0011041816,0.001381807,0.0014736279,0.43014693,0.0016093823,0.0016432605,0.0012784076,0.0018710342
C0024,Enhancing diabetes self-management and reducing stress through food skills education with medically under-insured individuals with type-2 diabetes.,1,0.0,0.0024085399,0.50646764,0.002439033,0.0030522814,0.003255105,0.0040952465,0.003554974,0.4677703,0.002823882,0.004132962
C0025,"Diabetes management: Self-management education and support program evaluations in Jeddah, KSA.",1,0.0,0.0010903549,0.6704804,0.0011041593,0.001381779,0.0014735981,0.3180678,0.0016093499,0.0016432271,0.0012783818,0.0018709975
C0026,Impact of nurse-led self-management education on type 2 diabetes: a meta-analysis.,5,0.0,0.0013486966,0.21885182,0.0013657717,0.001709169,0.0018227431,0.60461074,0.0019906594,0.0020325636,0.0015812735,0.16468653
C0027,The Impact of Intercostal Stretch Technique and Aerobic Dance on Cardiorespiratory Fitness in Type 2 Diabetes Mellitus Patients.,5,0.0,0.001767463,0.002579925,0.46109378,0.002239861,0.0023886994,0.5195527,0.002608753,0.002663668,0.0020722542,0.00303289
C0028,Diabetes Mellitus and Infectious Diseases: Current Evidence and Clinical Implications.,4,0.0,0.00048275138,0.00070466107,0.0004888632,0.0006117786,0.6034122,0.39146525,0.000712535,0.00072753424,0.0005659997,0.0008283789
C0029,Validation of a predictive calculator for optimal glycemic control and time-in-tight-range following CGM sensor placement in type 1 diabetes and pancreatic diabetes: a prospective study.,5,0.0,0.0016925948,0.002470642,0.0017140239,0.0021449826,0.0022875164,0.9223722,0.059878312,0.0025508371,0.0019844754,0.0029044168
C0030,"Comparative Study of Diabetes Knowledge, Attitudes, Family Support, Self-efficacy, and Self-management Behaviors Between Cancer Survivors With Diabetes and Diabetes Patients Without Cancer.",1,0.0,0.0015599285,0.40248668,0.31962654,0.001976858,0.0021082198,0.0026523569,0.2627328,0.0023509015,0.0018289314,0.0026767685
C0031,"Ecnoglutide, a biased GLP-1 receptor agonist as a potential new player for type 2 diabetes management?",7,0.0,0.02579997,0.03765961,0.026126608,0.032695647,0.034868266,0.043867666,0.03808042,0.68638134,0.030249061,0.04427142
C0032,"Diabetes knowledge, risk and severity perceptions, lifestyle behaviours and management barriers among Sub-Saharan African immigrants living in the UK: an ethnographic study.",6,0.0,0.0011879422,0.0017340123,0.0012029822,0.22027889,0.001605486,0.10949598,0.45279354,0.0017902973,0.20787247,0.0020384558
C0033,A Novel Mobile Health App to Educate and Empower Young Adults With Type 1 Diabetes to Exercise Safely: Prospective Single-Arm Pre-Post Noninferiority Clinical Trial.,5,0.0,0.0027396628,0.0039990228,0.15573746,0.0034719054,0.0037026128,0.8142635,0.0040437076,0.0041288286,0.0032121057,0.004701137
C0034,Targeted and Untargeted GC-MS Metabolomics Coupled With Multivariate Chemometric Modeling Reveals Pioglitazone's Impact on Diabetic Rats.,4,0.0,0.0004400861,0.0006423835,0.0004456578,0.00055770995,0.6743349,0.21849638,0.0006495615,0.011816675,0.000515977,0.09210067
C0035,Food Choice Decision-Making Profiles and Health Outcomes in Adults With Type 2 Diabetes and Overweight/Obesity: A Cluster Analysis.,7,0.0,0.00029182804,0.26216227,0.0002955227,0.00036982627,0.00039440117,0.0004961962,0.00043073457,0.734715,0.00034215252,0.0005020284
C0036,Light-Mediated Insulin and Amylin Secretion: Influence of Irradiation Parameters in Optogenetically Modified Mouse-Pancreatic β Cells.,7,0.0,0.12315251,0.001010831,0.0007012706,0.00087759166,0.0009359076,0.11391009,0.0010221258,0.43727553,0.0008119223,0.32030228
C0037,Nickel nanoparticle modified conductive hydrogel composite for wearable enzyme-free biosensor toward noninvasive diabetes monitoring.,5,0.0,0.000758424,0.0011070542,0.000768026,0.0009611315,0.25167838,0.7402739,0.0011194241,0.0011429883,0.0008892109,0.0013014242
C0038,Global Burden of Severe Heart Failure Attributable to Chronic Kidney Disease in Diabetes Populations: A Systematic Analysis of the Global Burden of Disease Study 2021.,3,0.0,0.00022071281,0.00032216945,0.00022350714,0.45139632,0.00029829005,0.00037527923,0.38766432,0.15886188,0.00025877377,0.00037873304
C0039,Interaction patterns amongst risk factors for bladder cancer in adults with type 2 diabetes managed in primary care.,6,0.0,0.0019395682,0.002831143,0.0019641242,0.0024579656,0.002621297,0.15427896,0.5923597,0.0029230407,0.235296,0.003328209
C0040,Harnessing the power of marine terpenoids against diabetes-associated oxidative stress.,7,0.0,0.0005648533,0.00082450325,0.0005720046,0.00071582425,0.0007633907,0.47238275,0.00083371636,0.5217114,0.00066225976,0.00096926175
C0041,Psychological predictors of diabetic ketoacidosis in children: Health belief model-based case-control study.,6,0.0,0.001623507,0.002369796,0.0016440613,0.0020574292,0.0021941452,0.47895104,0.50402397,0.002446718,0.0019034736,0.0027858617
C0042,Correction: A multimodal deep learning architecture for predicting interstitial glucose for effective type 2 diabetes management.,7,0.0,0.025799971,0.037659615,0.02612661,0.032695647,0.034868266,0.04386767,0.03808042,0.6863813,0.030249063,0.044271424
C0043,Management of Diabetic Wounds: Expert Panel Consensus Statement.,5,0.0,0.0002918277,0.00042597414,0.00029552236,0.0003698258,0.0003944007,0.99650896,0.00043073395,0.0004398011,0.00034215208,0.0005007628
C0044,Statin-Induced Necrotizing Autoimmune Myopathy in a Patient With Complex Diabetes Management.,7,0.0,0.0016923824,0.0024703313,0.0017138087,0.0021447134,0.0022872295,0.002877561,0.0024979352,0.97942775,0.0019842263,0.002904049
C0045,The impact of digital storytelling on psychosocial well-being in individuals with type 1 diabetes: a randomized clinical trial study in Iran.,1,0.0,0.00091509713,0.53227127,0.0009266827,0.0011596794,0.0012367399,0.4581176,0.0013506719,0.0013791037,0.0010729017,0.0015702634
C0046,Application of Digital Tools in the Care of Patients With Diabetes: Scoping Review.,5,0.0,0.0010076419,0.13427846,0.001020399,0.001276959,0.0013618127,0.70657825,0.15004739,0.0015185741,0.0011814053,0.0017290668
C0047,The efficacy of low-carbohydrate diets on glycemic control in type 2 diabetes: a comprehensive overview of meta-analyses of controlled clinical trials.,9,0.0,0.0029418848,0.0042942013,0.0029791305,0.003728176,0.003975913,0.005002102,0.004342185,0.0044335895,0.0034492002,0.96485364
C0048,Factors Influencing Glycemic Control in Older Adults With Diabetes in South Korea: Analysis Using the 2022 KNHANES Data.,5,0.0,0.0012632564,0.0018439464,0.0012792499,0.349516,0.001707272,0.49634528,0.0018645508,0.0019037998,0.0014810995,0.14279555
C0049,Comparison of the clinical efficacy of linagliptin with SGLT2 inhibitors in diabetic patients: A comparative cross-sectional study from Pakistan.,9,0.0,0.00052745943,0.0007699204,0.00053413736,0.000668436,0.00071285345,0.0008968422,0.00077852356,0.00079491176,0.0006184175,0.9936985
C0050,Parent Engagement in School Health Decisions for Type 1 Diabetes: Barriers to and Facilitators of Collaboration and Implications for Intervention Design.,1,0.0,0.0010903918,0.7801469,0.0011041966,0.0013818259,0.0014736481,0.2084008,0.001609405,0.0016432832,0.0012784251,0.001871062
C0051,Automated Insulin Delivery for Type 1 Diabetes: Present and Future.,5,0.0,0.00089452823,0.0013057223,0.14788528,0.0011336129,0.0012089413,0.8423198,0.0013203124,0.0013481053,0.0010487858,0.0015349678
C0052,Connected Insulin Pens and Pen Caps: Expanding Diabetes Technology Access and Adoption.,5,0.0,0.0007441844,0.001086269,0.00075360615,0.0009430861,0.001005754,0.9910976,0.001098407,0.0011215287,0.0008725158,0.0012769854
C0053,"Lannea edulis lowers blood glucose by modulating absorption, utilization, and pancreatic function in diabetic rats.",7,0.0,0.0013487544,0.0019687458,0.0013658303,0.0017092422,0.0018228211,0.13826425,0.20293532,0.6466893,0.0015813411,0.0023144004
C0054,The All One Community (A1C) Program Boosts Diabetes Outcomes in Under-Engaged Asian Immigrants Through Culturally Tailored Education and Partner-Supported Enrollment.,9,0.0,0.000572976,0.47636545,0.00058023015,0.000726118,0.0007743684,0.00097423384,0.00084570545,0.0008635077,0.00067178323,0.51762563
C0055,Optimising cardiac surgery outcomes in people with diabetes: the OCTOPuS pilot feasibility study.,9,0.0,0.0015011729,0.0021912276,0.0015201785,0.0019023983,0.0020288124,0.35285446,0.0022157128,0.15760733,0.0017600437,0.47641864
C0056,Phytochemical Profiling and Dual In Vitro In Vivo Antidiabetic Assessment of Ethyl Acetate Fraction and Essential Oil From Allium ascalonicum.,7,0.0,0.00052747503,0.000769943,0.0005341531,0.0006684557,0.10290993,0.00089686835,0.00077854656,0.8913911,0.00061843573,0.00090512284
C0057,"Network pharmacology and metabolomics reveal mathurameha, a Thai traditional Anti-Diabetic formula, enhances glucose metabolism through PI3K-AKT/AMPK/GLUT4 pathway modulation.",7,0.0,0.000520568,0.00075986097,0.0005271586,0.0006597026,0.00070353976,0.0008851243,0.0007683517,0.99367213,0.00061033765,0.0008932696
C0058,Impact of Glucagon-Like Peptide-1 Receptor Agonists on Retained Gastric Contents During Esophagogastroduodenoscopy: A Propensity Score-Matched Study.,2,0.0,0.0016234792,0.0023697552,0.9794627,0.002057394,0.0021941075,0.002760414,0.0023962357,0.0024466764,0.001903441,0.0027858173
C0059,The Diabetes Attitudes Wishes and Needs (DAWN)-SMI study: A cross sectional comparison of the psychosocial impact of diabetes in adults with and without severe mental illness.,4,0.0,0.0018496357,0.002699873,0.001873053,0.0023439964,0.7370781,0.24329537,0.0027300399,0.0027875071,0.0021685974,0.0031738854
C0060,Perceived blood glucose regulation after menopause: a cross-sectional survey in women with type 1 diabetes in the Netherlands.,2,0.0,0.105343804,0.4259057,0.4522063,0.002057408,0.0021941224,0.0027604296,0.0023962513,0.002446693,0.001903454,0.0027858368
C0061,"Chores Participation, Self-Efficacy, and Transition Readiness in Youths With Diabetes: Preliminary Results.",1,0.0,0.0005009424,0.9938869,0.0005072846,0.0006348316,0.0006770161,0.0008517564,0.00073938485,0.0007549492,0.00058732776,0.0008595944
C0062,Silk fibroin hollow microneedle system for sustained transdermal administration of liraglutide: development and characterization.,5,0.0,0.00060797104,0.00088744133,0.00061566825,0.0007704663,0.00082166365,0.8514881,0.00089735753,0.0009162473,0.000712813,0.14228229
C0063,Identification and characterization of novel α-glucosidase inhibitory peptides from sweet potato protein through heating combined with high hydrostatic pressure-assisted enzymatic hydrolysis.,7,0.0,0.00057299034,0.0008363808,0.36665696,0.00072613615,0.0007743878,0.00097425724,0.00084572646,0.62695813,0.0006718,0.0009832248
C0064,Kidney Disease: Improving Global Outcomes Summit Recommendations on Implementation of Diabetes Management in CKD: From Primary to Data-Driven Collaborative Care.,5,0.0,0.00032784726,0.06211523,0.000331998,0.3904037,0.00044308061,0.5444532,0.00048389848,0.0004940847,0.0003843831,0.0005625705
C0065,CGM Data Analysis 2.0: Functional Data Pattern Recognition and Artificial Intelligence Applications.,5,0.0,0.13639967,0.0014345768,0.0009952472,0.001245483,0.0013282453,0.8528263,0.001450607,0.0014811427,0.0011522847,0.0016864474
C0066,Differences in the relationship between medication adherence and payer medical costs across three quality measures: results of a cohort study among medicare advantage beneficiaries.,1,0.0,0.0013487366,0.5467508,0.0013658123,0.0017092198,0.43861315,0.002293262,0.0019907188,0.0020326232,0.0015813203,0.0023143706
C0067,"HPLC, GC-MS, XRD profiling, enzyme inhibition and cytotoxicity potential of Phlomis Stewartii extracts using response surface methodology.",7,0.0,0.00033900279,0.0004948346,0.00034329473,0.00042960962,0.00045815713,0.00057640724,0.00050036394,0.9958792,0.00039746234,0.0005817135
C0068,Correction: Enhancing Diabetes Management Through Personality Assessment: A Pilot Study.,7,0.0,0.02579997,0.03765961,0.026126608,0.032695647,0.034868266,0.043867666,0.03808042,0.68638134,0.030249061,0.04427142
C0069,"Cardiovascular, kidney related, and weight loss effects of therapeutics for type 2 diabetes: a living clinical practice guideline.",5,0.0,0.003778804,0.005515832,0.0038266454,0.0047887824,0.0051069963,0.9547959,0.005577467,0.005694875,0.004430442,0.006484248
C0070,Glucagon-Like Peptide-1 Receptor Agonists in Gynecologic Surgery.,2,0.0,0.0004769655,0.00069621555,0.6356686,0.0006044463,0.00064461166,0.35910875,0.00070399506,0.0007188145,0.00055921613,0.00081845047
C0071,Privacy Preserved Blood Glucose Level Cross-Prediction: An Asynchronous Decentralized Federated Learning Approach.,1,0.0,0.0004085222,0.45157534,0.0004136943,0.0005177098,0.0005521116,0.37990296,0.16483405,0.00061566633,0.0004789701,0.0007010061
C0072,Identification of gut microbiome signatures and metabolites associated with albuminuria in type 2 diabetes.,2,0.0,0.0014466349,0.0021116196,0.5924972,0.0018332837,0.23970777,0.15390961,0.002135215,0.0021801621,0.0016961007,0.002482357
C0073,Emerging nanotechnology-based therapies in the treatment of diabetes: recent developments and future opinion.,5,0.0,0.0016236475,0.0023700013,0.113461725,0.0020576073,0.081112005,0.78984183,0.002396483,0.00244693,0.0019036385,0.0027861092
C0074,Gut-liver axis in diabetes: Mechanisms and therapeutic opportunities.,4,0.0,0.00032516883,0.00047464148,0.00032928563,0.0004120782,0.7277586,0.268791,0.00047994504,0.00049004826,0.00038124277,0.0005579737
C0075,Continuous glucose monitoring remote monitoring does not meet the needs of all adult users: A qualitative study of adults with type 1 diabetes who do not use remote monitoring.,5,0.0,0.0012243787,0.0017871972,0.00123988,0.0015516242,0.0016547294,0.9853533,0.0018071674,0.0018452087,0.0014355174,0.0021009766
C0076,Enhancement of Phytochemicals and Antioxidant Activity of Thai Fermented Soybean Using Box-Behnken Design Guided Microwave-Assisted Extraction.,7,0.0,0.00042597565,0.0006217868,0.0004313687,0.00053982815,0.00057569967,0.00072428834,0.0006287347,0.99482197,0.0004994333,0.0007309543
C0077,One-Pot Synthesis of Phenylboronic Acid-Based Microgels for Tunable Gate of Glucose-Responsive Insulin Release at Physiological pH.,5,0.0,0.0005418391,0.0007909101,0.000548699,0.0006866589,0.00073228736,0.99351823,0.00079974777,0.0008165828,0.00063527684,0.00092977233
C0078,Time-Restricted Eating Improves Glycemic Control in Patients with Type 2 Diabetes: A Meta-Analysis and Systematic Review.,9,0.0,0.00046042746,0.0006720753,0.0004662567,0.000583488,0.00062226073,0.33741656,0.00067958515,0.0006938906,0.0005398262,0.6578656
C0079,Clinical Use of Once-Weekly Insulin Icodec: Translating Clinical Trial Data into Practical Guidance for Diabetes Management.,2,0.0,0.00040435404,0.00059022626,0.9948849,0.0005124276,0.0005464784,0.0006875276,0.00059682137,0.00060938473,0.00047408312,0.0006938523
C0080,"Dietary Nonadherence and Its Determinants Among Diabetes Mellitus Patients in Comprehensive Specialized Hospitals, Amhara Region, Ethiopia: A Cross-Sectional Study.",9,0.0,0.00089458114,0.18180774,0.00090590696,0.00113368,0.0012090129,0.3078035,0.056187857,0.0013481852,0.0010488478,0.44766068
C0081,"Outcome of Follow-Up Care Frequency on the Glycemic Control of Diabetic Patients in Qassim, Saudi Arabia.",9,0.0,0.00041274918,0.11709103,0.0004179748,0.0005230666,0.00055782427,0.00070179923,0.08923669,0.00062203663,0.00048392598,0.7899529
C0082,Prevalence and determinants of hypomagnesemia in type 2 diabetes mellitus: A retrospective cross-sectional study from a resource-limited setting.,9,0.0,0.00028150962,0.00041091305,0.00028507365,0.00035674998,0.00038045598,0.00047865158,0.016492605,0.00042425113,0.00033005473,0.98055977
C0083,Musculoskeletal Manifestations of Diabetes Mellitus - an update.,7,0.0,0.00083810533,0.0012233631,0.0008487161,0.0010621096,0.2482144,0.0014250353,0.0012370333,0.74273044,0.000982633,0.0014381518
C0084,Non-adherence to anti diabetic medication and associated factors in Nepal: a systematic review and meta-analysis.,4,0.0,0.0009827893,0.001434555,0.0009952319,0.001245464,0.87001866,0.001671041,0.119332455,0.0014811199,0.001152267,0.0016864218
C0085,Characterization of the polysaccharide from Bletilla striata and its inhibitory effects on amylolytic enzymes and prebiotic activity.,7,0.0,0.0010338331,0.0015090624,0.0010469219,0.0013101505,0.0013972098,0.0017578308,0.0015259252,0.98743296,0.0012121132,0.0017740104
C0086,Exploring the impact of self-efficacy on glycemic control in Omani type 2 diabetes patients.,5,0.0,0.0022712194,0.3193361,0.002299974,0.0028782587,0.0030695186,0.52838516,0.0033522907,0.13184729,0.002662881,0.003897307
C0087,Commonalities in cortical neurodegeneration between type 2 diabetes and Alzheimer's disease.,9,0.0,0.000440088,0.0006423863,0.00044565974,0.0005577124,0.0005947723,0.0007482834,0.026102584,0.0006632379,0.00051597925,0.9692893
C0088,"Responsive feeding, diabetes management, weight status and diet quality in a culturally diverse group of 1-5-year-old Australian children with type 1 diabetes.",5,0.0,0.0027399405,0.16109279,0.0027746293,0.003472257,0.0037029881,0.44220486,0.36846036,0.007638108,0.0032124312,0.0047016195
C0089,"Effects of individual, health system and neighborhood risks on diabetes health outcomes among emerging adults with type 1 diabetes.",5,0.0,0.2969457,0.0033151158,0.002299883,0.0028781446,0.003069397,0.6781569,0.0033521594,0.003422722,0.0026627758,0.0038971591
C0090,Effects of Probiotic and Synbiotic Supplementation on Glycemic Indices in Adult Individuals with Prediabetes and Type 2 Diabetes Mellitus: A Grade-Assessed Systematic Review and Dose-Response Meta-analysis of RCTs.,9,0.0,0.0002961725,0.00043231618,0.0002999222,0.0003753319,0.16588128,0.061704636,0.00043714695,0.00044634903,0.00034724615,0.76977956
C0091,A case report of continuous glucose monitoring for a radiographer working in a 1.5T MR Linac.,5,0.0,0.0015011573,0.0021912048,0.0015201627,0.0019023785,0.0020287912,0.9820424,0.0022156897,0.0022623297,0.0017600253,0.0025759148
C0092,A Nurse-Led Telemonitoring Approach in Diabetes During the COVID-19 Pandemic: Prospective Cohort Study.,5,0.0,0.006088706,0.008887544,0.0061657922,0.0077160634,0.008228796,0.92716354,0.008986855,0.009176037,0.0071386774,0.0104479445
C0093,Gait Characteristics Related to Fatigue in Patients With Type 2 Diabetes: Cross-Sectional Study.,9,0.0,0.00033055773,0.00048250752,0.00033474274,0.0004189074,0.00044674377,0.00056204834,0.00048789912,0.00049816945,0.00038756095,0.99605083
C0094,Trends in Diabetic Medication Use and Hypoglycemia Incidence Among Older Adults in Japan: A Retrospective Observational Study and a 10-Year Analysis Based on Level of Care Need Using Linked Medical and Long-Term Care Data.,5,0.0,0.00029183185,0.00042598025,0.07591674,0.0003698311,0.00039440635,0.5560067,0.36531174,0.00043980734,0.00034215697,0.0005007701
C0095,Using places of worship to recruit and retain couples for the 'Diabetes Together' intervention.,6,0.0,0.0037791145,0.005516286,0.0038269598,0.004789176,0.0051074154,0.006425655,0.3540477,0.0056953407,0.2824079,0.32840446
C0096,Exploring the Key Features of Mobile Application for Type 2 Diabetes Management.,1,0.0,0.0008945695,0.3829696,0.2121864,0.0011336652,0.0012089972,0.065165736,0.0013203735,0.0013481675,0.0010488341,0.33272368
C0097,How does diabetes shape the landscape of cataract development and surgical success? a systematic review and meta-analysis.,9,0.0,0.00087489083,0.001277058,0.00088596734,0.001108727,0.31469345,0.21158727,0.0012913279,0.0013185107,0.001025762,0.46593705
C0098,Continuous insulin monitoring using an antibody-protecting zwitterionic microneedle patch.,5,0.0,0.0005648928,0.045581296,0.0005720446,0.00071587425,0.029526439,0.7274471,0.00083377457,0.19312689,0.00066230603,0.0009693302
C0099,A Longitudinal Multimodal Dataset of Type 1 Diabetes.,5,0.0,0.00041707102,0.2272684,0.00042235135,0.00052854355,0.0005636652,0.6582692,0.00061559165,0.0006285501,0.00048899313,0.11079764
C0100,Mandibular Advancement Device versus CPAP in Severe Obstructive Sleep Apnea.,9,0.0,0.00047695893,0.0006962059,0.00048299745,0.00060443796,0.00064460275,0.00081097515,0.00070398534,0.0007188044,0.0005592084,0.9943018
C0101,Phenotypic Selectivity of Artificial Intelligence-enhanced Electrocardiography in Cardiovascular Diagnosis and Risk Prediction.,5,0.0,0.0016235176,0.0023698113,0.001644072,0.0020574427,0.0021941597,0.59666723,0.30408737,0.0024467343,0.0019034861,0.08500616
C0102,Comprehensive management of chronic kidney disease in the old population.,7,0.0,0.00035094866,0.00051227177,0.00035539182,0.00044474832,0.0004743018,0.27537215,0.13154267,0.54565513,0.0004114682,0.044880945
C0103,Reducing Cardiovascular Risk and Improving Treatment Adherence With a Novel Medical Student-Delivered Education Program.,7,0.0,0.025799971,0.037659615,0.02612661,0.032695647,0.034868266,0.04386767,0.03808042,0.6863813,0.030249063,0.044271424
C0104,Pathological post-systolic shortening as a prognostic marker for major cardiovascular events in patients with type 2 diabetes.,9,0.0,0.0005899361,0.00086111604,0.00059740496,0.00074761105,0.0007972897,0.0010030698,0.00087073835,0.0008890675,0.000691668,0.99295205
C0105,"Left ventricular ejection fraction reserve and its association with myocardial perfusion, coronary calcification, and strain in type 2 diabetes without overt cardiovascular disease.",9,0.0,0.0013487051,0.0019686737,0.0013657804,0.0017091797,0.0018227545,0.0022932093,0.0019906722,0.0020325761,0.0015812834,0.9838872
C0106,SGLT2 inhibitors and GLP-1 receptor agonists: impact on mortality in diabetic patients with cardiovascular disease.,2,0.0,0.0011534924,0.0016837261,0.4941795,0.0014617917,0.0015589276,0.49318987,0.0017025406,0.0017383796,0.0013524072,0.0019793443
C0107,Could Glucagon-Like Peptide-1 (GLP-1) receptor antagonists be used to treat obstructive sleep apnoea in children and adolescents with obesity?,2,0.0,0.00034190563,0.00049907184,0.99567485,0.00043328834,0.0004620803,0.0005813458,0.00050464843,0.0005152714,0.00040086577,0.00058669446
C0108,Consensus document on the role of plasma triglycerides in cardiovascular disease from the Italian Society for the Study of Atherosclerosis (SISA).,9,0.0,0.13074774,0.0012770921,0.0008859911,0.0011087566,0.0011824333,0.121119246,0.0012913626,0.0013185459,0.0010257894,0.74004304
