campaign_id,campaign_channel,content_id,content,dominant_topic,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,specialty
CMP_27,rep_visit,C0026,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0013486966,0.21885182,0.0013657717,0.001709169,0.0018227431,0.60461074,0.0019906594,0.0020325636,0.0015812735,0.16468653,General Practice
CMP_28,rep_visit,C0027,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.001767463,0.002579925,0.46109378,0.002239861,0.0023886994,0.5195527,0.002608753,0.002663668,0.0020722542,0.00303289,General Practice
CMP_29,in-person,C0028,thyroid disorder drug infection role include relate adverse function gut,4,0.00048275138,0.00070466107,0.0004888632,0.0006117786,0.6034122,0.39146525,0.000712535,0.00072753424,0.0005659997,0.0008283789,Internal Medicine
CMP_30,social-event,C0029,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0016925948,0.002470642,0.0017140239,0.0021449826,0.0022875164,0.9223722,0.059878312,0.0025508371,0.0019844754,0.0029044168,General Practice
CMP_31,email,C0030,health care healthcare self model include factor intervention management medical,1,0.0015599285,0.40248668,0.31962654,0.001976858,0.0021082198,0.0026523569,0.2627328,0.0023509015,0.0018289314,0.0026767685,Family Medicine
CMP_32,social-event,C0031,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.02579997,0.03765961,0.026126608,0.032695647,0.034868266,0.043867666,0.03808042,0.68638134,0.030249061,0.04427142,General Practice
CMP_33,social-event,C0032,risk age factor high year disease prevalence associate cardiovascular group,6,0.0011879422,0.0017340123,0.0012029822,0.22027889,0.001605486,0.10949598,0.45279354,0.0017902973,0.20787247,0.0020384558,General Practice
CMP_34,webinar,C0033,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0027396628,0.0039990228,0.15573746,0.0034719054,0.0037026128,0.8142635,0.0040437076,0.0041288286,0.0032121057,0.004701137,General Practice
CMP_35,rep_visit,C0034,thyroid disorder drug infection role include relate adverse function gut,4,0.0004400861,0.0006423835,0.0004456578,0.00055770995,0.6743349,0.21849638,0.0006495615,0.011816675,0.000515977,0.09210067,Internal Medicine
CMP_36,social-event,C0035,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.00029182804,0.26216227,0.0002955227,0.00036982627,0.00039440117,0.0004961962,0.00043073457,0.734715,0.00034215252,0.0005020284,General Practice
CMP_37,social-event,C0036,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.12315251,0.001010831,0.0007012706,0.00087759166,0.0009359076,0.11391009,0.0010221258,0.43727553,0.0008119223,0.32030228,General Practice
CMP_38,email,C0037,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.000758424,0.0011070542,0.000768026,0.0009611315,0.25167838,0.7402739,0.0011194241,0.0011429883,0.0008892109,0.0013014242,General Practice
CMP_39,in-person,C0038,respiratory care disease practice use recommendation clinical pulmonary report year,3,0.00022071281,0.00032216945,0.00022350714,0.45139632,0.00029829005,0.00037527923,0.38766432,0.15886188,0.00025877377,0.00037873304,Family Medicine
CMP_40,rep_visit,C0039,risk age factor high year disease prevalence associate cardiovascular group,6,0.0019395682,0.002831143,0.0019641242,0.0024579656,0.002621297,0.15427896,0.5923597,0.0029230407,0.235296,0.003328209,General Practice
CMP_41,social-event,C0040,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.0005648533,0.00082450325,0.0005720046,0.00071582425,0.0007633907,0.47238275,0.00083371636,0.5217114,0.00066225976,0.00096926175,General Practice
CMP_42,in-person,C0041,risk age factor high year disease prevalence associate cardiovascular group,6,0.001623507,0.002369796,0.0016440613,0.0020574292,0.0021941452,0.47895104,0.50402397,0.002446718,0.0019034736,0.0027858617,General Practice
CMP_43,social-event,C0042,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.025799971,0.037659615,0.02612661,0.032695647,0.034868266,0.04386767,0.03808042,0.6863813,0.030249063,0.044271424,General Practice
CMP_44,email,C0043,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0002918277,0.00042597414,0.00029552236,0.0003698258,0.0003944007,0.99650896,0.00043073395,0.0004398011,0.00034215208,0.0005007628,General Practice
CMP_45,email,C0044,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.0016923824,0.0024703313,0.0017138087,0.0021447134,0.0022872295,0.002877561,0.0024979352,0.97942775,0.0019842263,0.002904049,General Practice
CMP_46,email,C0045,health care healthcare self model include factor intervention management medical,1,0.00091509713,0.53227127,0.0009266827,0.0011596794,0.0012367399,0.4581176,0.0013506719,0.0013791037,0.0010729017,0.0015702634,Family Medicine
CMP_47,social-event,C0046,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0010076419,0.13427846,0.001020399,0.001276959,0.0013618127,0.70657825,0.15004739,0.0015185741,0.0011814053,0.0017290668,General Practice
CMP_48,rep_visit,C0047,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.0029418848,0.0042942013,0.0029791305,0.003728176,0.003975913,0.005002102,0.004342185,0.0044335895,0.0034492002,0.96485364,Cardiology
CMP_49,rep_visit,C0048,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0012632564,0.0018439464,0.0012792499,0.349516,0.001707272,0.49634528,0.0018645508,0.0019037998,0.0014810995,0.14279555,General Practice
CMP_50,social-event,C0049,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.00052745943,0.0007699204,0.00053413736,0.000668436,0.00071285345,0.0008968422,0.00077852356,0.00079491176,0.0006184175,0.9936985,Cardiology
CMP_51,rep_visit,C0050,health care healthcare self model include factor intervention management medical,1,0.0010903918,0.7801469,0.0011041966,0.0013818259,0.0014736481,0.2084008,0.001609405,0.0016432832,0.0012784251,0.001871062,Family Medicine
CMP_52,rep_visit,C0051,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.00089452823,0.0013057223,0.14788528,0.0011336129,0.0012089413,0.8423198,0.0013203124,0.0013481053,0.0010487858,0.0015349678,General Practice
CMP_53,rep_visit,C0052,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0007441844,0.001086269,0.00075360615,0.0009430861,0.001005754,0.9910976,0.001098407,0.0011215287,0.0008725158,0.0012769854,General Practice
CMP_54,webinar,C0053,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.0013487544,0.0019687458,0.0013658303,0.0017092422,0.0018228211,0.13826425,0.20293532,0.6466893,0.0015813411,0.0023144004,General Practice
CMP_55,email,C0054,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.000572976,0.47636545,0.00058023015,0.000726118,0.0007743684,0.00097423384,0.00084570545,0.0008635077,0.00067178323,0.51762563,Cardiology
CMP_56,webinar,C0055,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.0015011729,0.0021912276,0.0015201785,0.0019023983,0.0020288124,0.35285446,0.0022157128,0.15760733,0.0017600437,0.47641864,Cardiology
CMP_57,email,C0056,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.00052747503,0.000769943,0.0005341531,0.0006684557,0.10290993,0.00089686835,0.00077854656,0.8913911,0.00061843573,0.00090512284,General Practice
CMP_58,email,C0057,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.000520568,0.00075986097,0.0005271586,0.0006597026,0.00070353976,0.0008851243,0.0007683517,0.99367213,0.00061033765,0.0008932696,General Practice
CMP_59,email,C0058,treatment use respiratory cancer type therapy clinical need care obesity,2,0.0016234792,0.0023697552,0.9794627,0.002057394,0.0021941075,0.002760414,0.0023962357,0.0024466764,0.001903441,0.0027858173,General Practice
CMP_60,social-event,C0059,thyroid disorder drug infection role include relate adverse function gut,4,0.0018496357,0.002699873,0.001873053,0.0023439964,0.7370781,0.24329537,0.0027300399,0.0027875071,0.0021685974,0.0031738854,Internal Medicine
CMP_61,webinar,C0060,treatment use respiratory cancer type therapy clinical need care obesity,2,0.105343804,0.4259057,0.4522063,0.002057408,0.0021941224,0.0027604296,0.0023962513,0.002446693,0.001903454,0.0027858368,General Practice
CMP_62,email,C0061,health care healthcare self model include factor intervention management medical,1,0.0005009424,0.9938869,0.0005072846,0.0006348316,0.0006770161,0.0008517564,0.00073938485,0.0007549492,0.00058732776,0.0008595944,Family Medicine
CMP_63,in-person,C0062,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.00060797104,0.00088744133,0.00061566825,0.0007704663,0.00082166365,0.8514881,0.00089735753,0.0009162473,0.000712813,0.14228229,General Practice
CMP_64,rep_visit,C0063,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.00057299034,0.0008363808,0.36665696,0.00072613615,0.0007743878,0.00097425724,0.00084572646,0.62695813,0.0006718,0.0009832248,General Practice
CMP_65,webinar,C0064,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.00032784726,0.06211523,0.000331998,0.3904037,0.00044308061,0.5444532,0.00048389848,0.0004940847,0.0003843831,0.0005625705,General Practice
CMP_66,rep_visit,C0065,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.13639967,0.0014345768,0.0009952472,0.001245483,0.0013282453,0.8528263,0.001450607,0.0014811427,0.0011522847,0.0016864474,General Practice
CMP_67,webinar,C0066,health care healthcare self model include factor intervention management medical,1,0.0013487366,0.5467508,0.0013658123,0.0017092198,0.43861315,0.002293262,0.0019907188,0.0020326232,0.0015813203,0.0023143706,Family Medicine
CMP_68,webinar,C0067,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.00033900279,0.0004948346,0.00034329473,0.00042960962,0.00045815713,0.00057640724,0.00050036394,0.9958792,0.00039746234,0.0005817135,General Practice
CMP_69,email,C0068,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.02579997,0.03765961,0.026126608,0.032695647,0.034868266,0.043867666,0.03808042,0.68638134,0.030249061,0.04427142,General Practice
CMP_70,in-person,C0069,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.003778804,0.005515832,0.0038266454,0.0047887824,0.0051069963,0.9547959,0.005577467,0.005694875,0.004430442,0.006484248,General Practice
CMP_71,rep_visit,C0070,treatment use respiratory cancer type therapy clinical need care obesity,2,0.0004769655,0.00069621555,0.6356686,0.0006044463,0.00064461166,0.35910875,0.00070399506,0.0007188145,0.00055921613,0.00081845047,General Practice
CMP_72,webinar,C0071,health care healthcare self model include factor intervention management medical,1,0.0004085222,0.45157534,0.0004136943,0.0005177098,0.0005521116,0.37990296,0.16483405,0.00061566633,0.0004789701,0.0007010061,Family Medicine
CMP_73,email,C0072,treatment use respiratory cancer type therapy clinical need care obesity,2,0.0014466349,0.0021116196,0.5924972,0.0018332837,0.23970777,0.15390961,0.002135215,0.0021801621,0.0016961007,0.002482357,General Practice
CMP_74,email,C0073,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0016236475,0.0023700013,0.113461725,0.0020576073,0.081112005,0.78984183,0.002396483,0.00244693,0.0019036385,0.0027861092,General Practice
CMP_75,email,C0074,thyroid disorder drug infection role include relate adverse function gut,4,0.00032516883,0.00047464148,0.00032928563,0.0004120782,0.7277586,0.268791,0.00047994504,0.00049004826,0.00038124277,0.0005579737,Internal Medicine
CMP_76,in-person,C0075,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0012243787,0.0017871972,0.00123988,0.0015516242,0.0016547294,0.9853533,0.0018071674,0.0018452087,0.0014355174,0.0021009766,General Practice
CMP_77,social-event,C0076,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.00042597565,0.0006217868,0.0004313687,0.00053982815,0.00057569967,0.00072428834,0.0006287347,0.99482197,0.0004994333,0.0007309543,General Practice
CMP_78,email,C0077,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0005418391,0.0007909101,0.000548699,0.0006866589,0.00073228736,0.99351823,0.00079974777,0.0008165828,0.00063527684,0.00092977233,General Practice
CMP_79,webinar,C0078,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.00046042746,0.0006720753,0.0004662567,0.000583488,0.00062226073,0.33741656,0.00067958515,0.0006938906,0.0005398262,0.6578656,Cardiology
CMP_80,email,C0079,treatment use respiratory cancer type therapy clinical need care obesity,2,0.00040435404,0.00059022626,0.9948849,0.0005124276,0.0005464784,0.0006875276,0.00059682137,0.00060938473,0.00047408312,0.0006938523,General Practice
CMP_81,webinar,C0080,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.00089458114,0.18180774,0.00090590696,0.00113368,0.0012090129,0.3078035,0.056187857,0.0013481852,0.0010488478,0.44766068,Cardiology
CMP_82,webinar,C0081,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.00041274918,0.11709103,0.0004179748,0.0005230666,0.00055782427,0.00070179923,0.08923669,0.00062203663,0.00048392598,0.7899529,Cardiology
CMP_83,email,C0082,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.00028150962,0.00041091305,0.00028507365,0.00035674998,0.00038045598,0.00047865158,0.016492605,0.00042425113,0.00033005473,0.98055977,Cardiology
CMP_84,rep_visit,C0083,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.00083810533,0.0012233631,0.0008487161,0.0010621096,0.2482144,0.0014250353,0.0012370333,0.74273044,0.000982633,0.0014381518,General Practice
CMP_85,webinar,C0084,thyroid disorder drug infection role include relate adverse function gut,4,0.0009827893,0.001434555,0.0009952319,0.001245464,0.87001866,0.001671041,0.119332455,0.0014811199,0.001152267,0.0016864218,Internal Medicine
CMP_86,email,C0085,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.0010338331,0.0015090624,0.0010469219,0.0013101505,0.0013972098,0.0017578308,0.0015259252,0.98743296,0.0012121132,0.0017740104,General Practice
CMP_87,social-event,C0086,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0022712194,0.3193361,0.002299974,0.0028782587,0.0030695186,0.52838516,0.0033522907,0.13184729,0.002662881,0.003897307,General Practice
CMP_88,email,C0087,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.000440088,0.0006423863,0.00044565974,0.0005577124,0.0005947723,0.0007482834,0.026102584,0.0006632379,0.00051597925,0.9692893,Cardiology
CMP_89,email,C0088,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0027399405,0.16109279,0.0027746293,0.003472257,0.0037029881,0.44220486,0.36846036,0.007638108,0.0032124312,0.0047016195,General Practice
CMP_90,rep_visit,C0089,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.2969457,0.0033151158,0.002299883,0.0028781446,0.003069397,0.6781569,0.0033521594,0.003422722,0.0026627758,0.0038971591,General Practice
CMP_91,webinar,C0090,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.0002961725,0.00043231618,0.0002999222,0.0003753319,0.16588128,0.061704636,0.00043714695,0.00044634903,0.00034724615,0.76977956,Cardiology
CMP_92,webinar,C0091,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0015011573,0.0021912048,0.0015201627,0.0019023785,0.0020287912,0.9820424,0.0022156897,0.0022623297,0.0017600253,0.0025759148,General Practice
CMP_93,email,C0092,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.006088706,0.008887544,0.0061657922,0.0077160634,0.008228796,0.92716354,0.008986855,0.009176037,0.0071386774,0.0104479445,General Practice
CMP_94,webinar,C0093,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.00033055773,0.00048250752,0.00033474274,0.0004189074,0.00044674377,0.00056204834,0.00048789912,0.00049816945,0.00038756095,0.99605083,Cardiology
CMP_95,in-person,C0094,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.00029183185,0.00042598025,0.07591674,0.0003698311,0.00039440635,0.5560067,0.36531174,0.00043980734,0.00034215697,0.0005007701,General Practice
CMP_96,email,C0095,risk age factor high year disease prevalence associate cardiovascular group,6,0.0037791145,0.005516286,0.0038269598,0.004789176,0.0051074154,0.006425655,0.3540477,0.0056953407,0.2824079,0.32840446,General Practice
CMP_97,email,C0096,health care healthcare self model include factor intervention management medical,1,0.0008945695,0.3829696,0.2121864,0.0011336652,0.0012089972,0.065165736,0.0013203735,0.0013481675,0.0010488341,0.33272368,Family Medicine
CMP_98,email,C0097,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.00087489083,0.001277058,0.00088596734,0.001108727,0.31469345,0.21158727,0.0012913279,0.0013185107,0.001025762,0.46593705,Cardiology
CMP_99,rep_visit,C0098,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0005648928,0.045581296,0.0005720446,0.00071587425,0.029526439,0.7274471,0.00083377457,0.19312689,0.00066230603,0.0009693302,General Practice
CMP_100,webinar,C0099,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.00041707102,0.2272684,0.00042235135,0.00052854355,0.0005636652,0.6582692,0.00061559165,0.0006285501,0.00048899313,0.11079764,General Practice
CMP_101,email,C0100,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.00047695893,0.0006962059,0.00048299745,0.00060443796,0.00064460275,0.00081097515,0.00070398534,0.0007188044,0.0005592084,0.9943018,Cardiology
CMP_102,in-person,C0101,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.0016235176,0.0023698113,0.001644072,0.0020574427,0.0021941597,0.59666723,0.30408737,0.0024467343,0.0019034861,0.08500616,General Practice
CMP_103,rep_visit,C0102,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.00035094866,0.00051227177,0.00035539182,0.00044474832,0.0004743018,0.27537215,0.13154267,0.54565513,0.0004114682,0.044880945,General Practice
CMP_104,webinar,C0103,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.025799971,0.037659615,0.02612661,0.032695647,0.034868266,0.04386767,0.03808042,0.6863813,0.030249063,0.044271424,General Practice
CMP_105,rep_visit,C0104,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.0005899361,0.00086111604,0.00059740496,0.00074761105,0.0007972897,0.0010030698,0.00087073835,0.0008890675,0.000691668,0.99295205,Cardiology
CMP_106,webinar,C0105,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.0013487051,0.0019686737,0.0013657804,0.0017091797,0.0018227545,0.0022932093,0.0019906722,0.0020325761,0.0015812834,0.9838872,Cardiology
CMP_107,in-person,C0106,treatment use respiratory cancer type therapy clinical need care obesity,2,0.0011534924,0.0016837261,0.4941795,0.0014617917,0.0015589276,0.49318987,0.0017025406,0.0017383796,0.0013524072,0.0019793443,General Practice
CMP_108,rep_visit,C0107,treatment use respiratory cancer type therapy clinical need care obesity,2,0.00034190563,0.00049907184,0.99567485,0.00043328834,0.0004620803,0.0005813458,0.00050464843,0.0005152714,0.00040086577,0.00058669446,General Practice
CMP_109,webinar,C0108,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.13074774,0.0012770921,0.0008859911,0.0011087566,0.0011824333,0.121119246,0.0012913626,0.0013185459,0.0010257894,0.74004304,Cardiology
CMP_110,rep_visit,C0109,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.00048274567,0.0007046528,0.00048885745,0.0006117713,0.0006524235,0.0008208151,0.2060639,0.41852584,0.000565993,0.37108302,General Practice
CMP_111,email,C0110,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.001623491,0.0023697726,0.0016440452,0.0020574091,0.0021941233,0.002760426,0.0023962527,0.0024466938,0.001903455,0.98060435,Cardiology
CMP_112,in-person,C0111,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.0005345423,0.0007802591,0.0005413098,0.0006774119,0.0007224258,0.0009088842,0.0007889777,0.99350226,0.00062672177,0.00091725076,General Practice
CMP_113,webinar,C0112,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.025799971,0.037659615,0.02612661,0.032695647,0.034868266,0.04386767,0.03808042,0.6863813,0.030249063,0.044271424,General Practice
CMP_114,email,C0113,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.29270414,0.001843908,0.0012792232,0.0016008595,0.0017072364,0.002147884,0.0018645123,0.0019037612,0.0014810687,0.6934674,Cardiology
CMP_115,email,C0114,management diabetes glucose risk clinical health diabete cardiovascular care insulin,5,0.00044007355,0.00064236514,0.0004456451,0.00055769406,0.0005947527,0.9947356,0.00064954296,0.000663216,0.0005159623,0.00075514556,General Practice
CMP_116,email,C0115,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.0020387706,0.0029759463,0.0020645824,0.0025836823,0.3984214,0.003466532,0.0030092003,0.0030725445,0.0023903477,0.579977,Cardiology
CMP_117,in-person,C0116,disease therapy ckd treatment cell risk inflammatory potential systemic effect,7,0.025799971,0.037659615,0.02612661,0.032695647,0.034868266,0.04386767,0.03808042,0.6863813,0.030249063,0.044271424,General Practice
CMP_118,webinar,C0117,health care healthcare self model include factor intervention management medical,1,0.0052816826,0.93554676,0.005348551,0.0066933422,0.007138114,0.00898047,0.0077956985,0.007959799,0.0061924853,0.0090631265,Family Medicine
CMP_119,social-event,C0118,group control risk cardiovascular disease analysis significant blood outcome pressure,9,0.001767468,0.0025799323,0.0017898451,0.0022398676,0.0023887062,0.0030052273,0.0026087642,0.002663676,0.0020722602,0.9788843,Cardiology
CMP_120,rep_visit,C0119,thyroid disorder woman hormone disease hypothyroidism association pregnancy tsh level,0,0.995127,0.0005617168,0.00038969473,0.00048767604,0.000520082,0.0006543149,0.0005679935,0.0005799499,0.00045118367,0.0006603398,Endocrinology
CMP_121,rep_visit,C0120,treatment use respiratory cancer type therapy clinical need care obesity,2,0.001348707,0.0019686767,0.5522208,0.0017091822,0.0018227572,0.0022932142,0.0019906745,0.0020325794,0.0015812856,0.4330321,General Practice
